# English text from the static pages, tab, Russian translation.
No other harness in this set exposes typed, staged edits to its own YAML with validation, a snapshot, hot reload and a rollback.	Ни одна другая платформа из списка не предоставляет типизированные поэтапные правки собственного YAML с проверкой, снимком, применением без перезапуска и откатом.
Trust for files that arrive with a checkout	Доверие к файлам из репозитория
MCP servers, subagent definitions and hook files all pass one receipt mechanism bound to the workspace, the file and its digest. Rewrite the declaration and Coddy asks again. Claude Code gates by name, Codex by folder, and Koda inherits Gemini CLI's folder trust with the feature switched off.	MCP-серверы, определения субагентов и файлы хуков проходят единый механизм подтверждения, привязанный к рабочему каталогу, файлу и его хешу. После изменения файла Coddy спрашивает снова. Claude Code доверяет по имени, Codex — по каталогу, а у Koda унаследованная от Gemini CLI проверка доверия к каталогу по умолчанию выключена.
Compatibility instead of a private format	Совместимость с существующими форматами
Cursor rules, Claude Code rules, subagents and	Правила Cursor и Claude Code, субагенты и
, Cursor-style	, в стиле Cursor
and agents-standard skills all load as they are. Only OMP does something comparable.	и навыки по стандарту agents загружаются без преобразования. Сопоставимую совместимость предлагает только OMP.
Result eviction with explicit pins	Удаление результатов с возможностью закрепления
A model that marks what to keep in context, found here only in Coddy and Reasonix, and in Reasonix it serves a different goal.	Модель может помечать данные, которые нужно оставить в контексте. Среди рассмотренных проектов это есть только у Coddy и Reasonix, причём у Reasonix для другой цели.
Gaps	Недостатки
No kernel-level sandbox	Нет изоляции на уровне ядра
Protection comes from the permission gate, the modes, and a container with a read-only rootfs. Codex CLI enforces Landlock, seccomp and Seatbelt in the process itself, which matters more than any dialog when the code is not yours. Koda keeps Gemini CLI's optional Docker, Podman or Seatbelt sandbox, and Drift runs every user in a container of their own on its hosted side.	Защиту дают запросы разрешений, режимы и контейнер с файловой системой только для чтения. Codex CLI применяет Landlock, seccomp и Seatbelt прямо в процессе — это существенно при работе с чужим кодом. Koda сохранила необязательную изоляцию Gemini CLI через Docker, Podman или Seatbelt, а Drift выделяет каждому пользователю отдельный контейнер в размещённом сервисе.
No LSP, no DAP	Нет LSP и DAP
OMP wires a language server into every edit and drives real debuggers; OpenCode ships LSP for twenty-odd languages. Coddy treats files as text, so a project-wide rename goes through grep.	OMP использует языковой сервер при каждом изменении и управляет отладчиками; OpenCode поддерживает LSP примерно для двадцати языков. Coddy работает с файлами как с текстом, поэтому переименование по всему проекту выполняется через поиск.
Plain edit format	Обычный формат правок
OMP's hashline anchors a patch to a content hash, cutting output tokens by about 61% against string replacement and lifting patch success sharply on weaker models. Coddy uses ordinary	Формат hashline в OMP привязывает патч к хешу содержимого: по сравнению с заменой строк он сокращает число выходных токенов примерно на 61% и повышает надёжность слабых моделей. Coddy использует обычные
. 	.
No workspace checkpoints	Нет снимков рабочего каталога
Reasonix snapshots every turn, CodeWhale snapshots the workspace, Grok Build isolates runs in worktrees, Koda keeps Gemini CLI's shadow git repository behind	Reasonix делает снимок на каждом ходе, CodeWhale сохраняет рабочий каталог, Grok Build изолирует запуски в рабочих деревьях, а Koda сохраняет теневой Git-репозиторий Gemini CLI с помощью
. Coddy rolls back configuration and branches sessions, but not files.	. Coddy откатывает конфигурацию и создаёт ветви сессий, но не восстанавливает файлы.
No fan-out mode	Нет режима параллельного распределения задач
Subagents run, but there is no built-in "split this across N worktrees and merge the results" workflow of the kind Grok Build and OMP ship.	Субагенты работают, но нет встроенного процесса вида «распределить задачу между N рабочими деревьями и объединить результаты», как в Grok Build и OMP.
Ecosystem size	Размер экосистемы
Three orders of magnitude fewer people than OpenCode, and those are the people who file bugs, write skills and hit the edge cases first. Reading other tools' skills and rules softens this; a plugin registry of comparable size is not coming.	Аудитория на три порядка меньше, чем у OpenCode. Именно пользователи первыми находят ошибки, пишут навыки и обнаруживают крайние случаи. Поддержка навыков и правил других инструментов частично помогает, но сопоставимого каталога плагинов пока нет.
When to pick which	Что выбрать
Choose Coddy	Выбирайте Coddy,
when the agent has to live inside a container with no shell, when one session must open from a terminal, an editor, a browser and Telegram, when recurring work needs a scheduler with no external cron, and when your repositories already carry Cursor or Claude Code rules you would rather not rewrite.	если агент должен работать в контейнере без оболочки, одна сессия должна открываться в терминале, редакторе, браузере и Telegram, повторяющимся задачам нужен встроенный планировщик, а в репозиториях уже есть правила Cursor или Claude Code.
Choose something else	Выбирайте другое решение,
when the day is spent on a large codebase with a strong model and you want fast, symbol-aware edits - OMP or OpenCode give more there. Running unfamiliar code from an unfamiliar repository is safer under Codex CLI and its sandbox. For a personal assistant that lives in messengers, OpenClaw or Hermes are built for exactly that.	если работаете с большим проектом и нужны быстрые правки с учётом символов: здесь OMP или OpenCode предлагают больше. Для запуска незнакомого кода сильнее изоляция Codex CLI. Для персонального помощника в мессенджерах подходят OpenClaw или Hermes.
A stack paid in roubles and reachable without a VPN is a separate question. Koda covers the IDE and the terminal on a subscription with its own models; Drift is a personal agent in Telegram with a sandbox, a scheduler and a memory, hosted for you and never pointed at your repository.	Если важны оплата в рублях и доступ без VPN, рассмотрите Koda и Drift. Koda предлагает IDE и терминал по подписке со своими моделями. Drift — размещённый персональный агент в Telegram с изоляцией, планировщиком и памятью; он не работает с вашим репозиторием.
Try the row you just read about.	Попробуйте Coddy.
One command installs the binary, writes	Одна команда установит бинарник, создаст
and puts	и добавит
on your PATH. Bring your own key, or point it at a local model.	в PATH. Используйте свой ключ или локальную модель.
Install Coddy	Установить Coddy
Source on GitHub	Исходный код на GitHub
Method and sources	Методика и источники
Coddy was read directly from	Сведения о Coddy взяты непосредственно из
its own repository	его репозитория
at v1.0.8 - the README,	версии v1.0.8: README,
, the agent, tools, LLM and permission packages, and the	, пакеты агента, инструментов, LLM и разрешений, а также спецификации
specifications. The full binary was built and the whole test matrix was run before publishing these claims.	. Перед публикацией был собран полный бинарник и запущена вся матрица тестов.
Every other project comes from its own repository, its documentation, and reviews current in September 2026. Koda was read from its public documentation and the npm package of its CLI, Drift from NeuralDeep's documentation and announcements; neither has a public repository.	Сведения об остальных проектах взяты из их репозиториев, документации и обзоров, актуальных в сентябре 2026 года. Данные о Koda получены из открытой документации и npm-пакета CLI, о Drift — из документации и объявлений NeuralDeep. Публичных репозиториев у них нет.
The New Stack, OpenClaw and Hermes on what an agent is	The New Stack: OpenClaw и Hermes о понятии агента
OpenClaw vs Hermes vs Pi, three-way comparison	Сравнение OpenClaw, Hermes и Pi
Pinggy, best open-source CLI coding agents in 2026	Pinggy: лучшие открытые CLI-агенты для программирования в 2026 году
awesome-cli-coding-agents, a directory of 120+ tools	awesome-cli-coding-agents: каталог более 120 инструментов
Google on moving from Gemini CLI to Antigravity CLI	Google о переходе с Gemini CLI на Antigravity CLI
Zed, the ACP agent registry	Zed: каталог агентов ACP
Goose, recipes and the scheduler	Goose: рецепты и планировщик
Amp by Sourcegraph, review	Обзор Amp от Sourcegraph
Koda documentation: CLI, IDE plugin and desktop app	Документация Koda: CLI, плагин IDE и настольное приложение
Koda open-source notices, naming Gemini CLI and Continue	Уведомления Koda об открытом коде с упоминанием Gemini CLI и Continue
Koda CLI on npm	Koda CLI на npm
KodaSkills, its skill catalog	KodaSkills: каталог навыков
NeuralDeep documentation, including Drift and its API	Документация NeuralDeep, включая Drift и его API
its announcement, May 2026	объявление о нём в мае 2026 года
NeuralDeep on Russian coding agents, Koda and Coddy among them	NeuralDeep о российских агентах для программирования, включая Koda и Coddy
Spotted something wrong or out of date about your project?	Заметили ошибку или устаревшие сведения о своём проекте?
Open an issue	Создайте обращение
and the row gets fixed.	, и мы исправим строку.
Harness	Агентная среда
Maintainer	Разработчик
Language	Язык
License	Лицензия
Delivery	Распространение
Stars, Sep 2026	Звёзды, сентябрь 2026
one static binary, build tags, distroless	один статический бинарник, теги сборки, distroless
source-available	исходники доступны
npm, installers, desktop, web	npm, установщики, настольное и веб-приложения
binary, npm, brew	бинарник, npm, brew
npm, brew, scoop, AUR, Nix	npm, brew, scoop, AUR, Nix
npm (SDK and CLI)	npm (SDK и CLI)
bun, brew, Nix, script	bun, brew, Nix, скрипт
npx, pnpm build	npx, сборка через pnpm
npm, script, Docker	npm, скрипт, Docker
script (Python 3.11+, Node, ripgrep, ffmpeg)	скрипт (Python 3.11+, Node, ripgrep, ffmpeg)
binary, desktop app	бинарник, настольное приложение
IDE extension, CLI, binaries	расширение IDE, CLI, бинарники
binary, brew, npm	бинарник, brew, npm
one binary,	один бинарник,
no public repo	нет публичного репозитория
proprietary, on Apache-2.0 forks of Gemini CLI and Continue	проприетарная, основана на форках Gemini CLI и Continue под Apache-2.0
npm CLI, VS Code and JetBrains plugins, desktop installers	npm CLI, плагины VS Code и JetBrains, установщики настольного приложения
proprietary SaaS, open-sourcing announced	проприетарный SaaS, объявлено об открытии кода
hosted, bundled with a NeuralDeep subscription, nothing to install	размещённый сервис по подписке NeuralDeep, установка не требуется
community, P. Steinberger	сообщество, П. Штайнбергер
AAIF, Linux Foundation	AAIF, Linux Foundation
Koda, ex-GigaCode team	Koda, бывшая команда GigaCode
NeuralDeep, V. Kovalskii	NeuralDeep, В. Ковальский
HTTP + web UI	HTTP и веб-интерфейс
Desktop	Настольное приложение
Messengers	Мессенджеры
Headless / CI	Без интерфейса / CI
Remote	Удалённый доступ
ACP server	сервер ACP
embedded SPA	встроенное SPA
Telegram, extensible	Telegram, можно расширять
, REST	, REST
via adapter	через адаптер
separate web app	отдельное веб-приложение
Slack tag	тег Slack
, SDK	, SDK
cloud product, separate	отдельный облачный продукт
server plus sharing	сервер и совместный доступ
print/JSON, SDK	вывод/JSON, SDK
, RPC, SDK	, RPC, SDK
relay	ретранслятор
web-first,	ориентирован на веб,
25+ channels	более 25 каналов
8 channels	8 каналов
Modal, Daytona, SSH	Modal, Daytona, SSH
recipes	рецепты
scripted	через скрипты
IDE extension	расширение IDE
Slack, Linear	Slack, Linear
dashboard	панель управления
prerelease	предрелизная версия
shared local engine	общий локальный движок
TUI, Gemini CLI lineage	TUI на основе Gemini CLI
, plus native VS Code and JetBrains plugins	, плюс встроенные плагины VS Code и JetBrains
no, the API is closed	нет, API закрыт
Koda Desktop, beta, drives the CLI over ACP	Koda Desktop (бета) управляет CLI через ACP
Telegram remote for the CLI and the plugin	удалённое управление CLI и плагином через Telegram
Telegram remote only	только удалённое управление через Telegram
web app plus an OpenAI-compatible API	веб-приложение и API, совместимый с OpenAI
Telegram bot mirrored with the web, Bitrix24	бот Telegram с общей историей в вебе, Битрикс24
API, webhook-triggered hosted agents	API, размещённые агенты с запуском через вебхук
hosted, everything is remote	размещённый сервис, все компоненты удалённые
MCP	MCP
Rules / AGENTS.md	Правила / AGENTS.md
Plugins	Плагины
3 transports, 3 config levels	3 протокола, 3 уровня конфигурации
, skills.sh, agents standard	, skills.sh, стандарт agents
yes, capabilities only narrow	да, права могут только сужаться
11 events, Claude Code format	11 событий в формате Claude Code
skill marketplaces	каталоги навыков
yes, origin of the format	да, исходный формат
yes, versioned bundles	да, версионируемые наборы
client and server	клиент и сервер
none of its own	собственных нет
, origin	, исходный формат
profiles	профили
build, plan, general	build, plan, general
through app code	через код приложения
through the SDK	через SDK
minimal	минимально
npm packages	npm-пакеты
yes, inherits other tools' configs	да, читает настройки других инструментов
yes, parallel, typed results	да, параллельно, типизированные результаты
stream rules	правила для потоков
inherits 7 ecosystems	читает форматы 7 экосистем
TypeScript extensions	расширения TypeScript
plugin, plus delegation to Claude Code and Codex	плагин и делегирование Claude Code и Codex
plugin (loops)	плагин (циклы)
everything is a plugin	всё реализовано плагинами
own system, selective injection	собственная система с выборочным добавлением в контекст
agentskills.io, self-authored	agentskills.io, собственные навыки
yes, isolated	да, изолированы
70+ extensions	более 70 расширений
YAML recipes	рецепты YAML
yes, separate processes	да, отдельные процессы
extensions	расширения
conventions files	файлы соглашений
parallel agents	параллельные агенты
Cline rules	правила Cline
marketplace	каталог
microagents	микроагенты
stdio, SSE, HTTP	stdio, SSE, HTTP
markdown playbooks	сценарии Markdown
yes, on tools and events	да, для инструментов и событий
role fleets	группы ролей
parallel, on git worktrees	параллельно в рабочих деревьях Git
multi-agent, no data	несколько агентов, подробностей нет
yes, in the CLI, the plugin and the desktop	да, в CLI, плагине и настольном приложении
in	в
, KodaSkills catalog	, каталог KodaSkills
, rules in	, правила в
CLI extensions: MCP servers, context files, commands	расширения CLI: MCP-серверы, файлы контекста, команды
Google Workspace built in, remote HTTP and SSE servers per API request	встроенный Google Workspace, удалённые серверы HTTP и SSE для каждого запроса API
, Anthropic document skills preinstalled, skills.sh, inline skills over the API	, предустановленные навыки документов Anthropic, skills.sh, встроенные навыки через API
custom instructions and per-chat projects, nothing from a repository	свои инструкции и проекты для чатов, ничего из репозитория
no-code hosted agents on timer and webhook triggers	размещённые агенты без кода с запуском по таймеру и вебхуку
Checkpoints	Снимки состояния
plus auto at 80%	плюс автоматическое при 80%
yes, with	да, с
pins	закреплением
memory copilot, separate pass	помощник по памяти, отдельный проход
cron inside the binary	cron внутри бинарника
yes, adopts timed-out foreground work	да, подхватывает долгие задачи переднего плана
config snapshots, session branches	снимки конфигурации, ветви сессий
file-based memory	память в файлах
task scheduler	планировщик задач
through the app	через приложение
session replay	повтор сессии
snapcompact	snapcompact
retain/recall, SQLite, Hindsight	retain/recall, SQLite, Hindsight
parallel subagents	параллельные субагенты
edit previews	предпросмотр правок
storage plugin	плагин хранилища
scheduling plugin	плагин планировщика
loops plugin	плагин циклов
skills and local workspace	навыки и локальный рабочий каталог
self-improving loop, FTS5, Honcho	цикл самоулучшения, FTS5, Honcho
built-in cron	встроенный cron
repomap	карта репозитория
git commits	коммиты Git
pruning before compaction	очистка перед сжатием
yes, to protect the prefix cache	да, для сохранения префиксного кеша
fragments pinned in the prefix	фрагменты, закреплённые в префиксе
per turn	после каждого хода
workspace snapshots	снимки рабочего каталога
worktree parallelism	параллельная работа в рабочих деревьях
worktree	рабочее дерево
in the CLI, auto at 75% and	в CLI автоматически при 75% и
in the plugin	в плагине
into	в
desktop scheduled tasks, 1 minute to 7 days	запланированные задачи в настольном приложении: от 1 минуты до 7 дней
scheduled runs only	только запланированные запуски
shadow git repository with	теневой Git-репозиторий с
, opt-in	, включается вручную
auto, semantic summary of the middle of the history	автоматическое смысловое резюме средней части истории
per user, editable over the API, recall over past chats	для каждого пользователя, редактирование через API, поиск по прошлым чатам
cron and one-off tasks, proactive runs	cron и разовые задачи, упреждающие запуски
runs survive a dropped connection	задачи продолжаются при разрыве соединения
per-file versions, ten deep	версии каждого файла глубиной до десяти
Sandbox	Изоляция
Permissions	Разрешения
Trust for project files	Доверие к файлам проекта
Subagent limits	Ограничения субагентов
container, distroless, read-only rootfs	контейнер, distroless, корневая ФС только для чтения
dialog, program-wide grants guarded against shell metacharacters	диалог, разрешение для программы с защитой от спецсимволов оболочки
digest-bound receipts for MCP, subagents and hooks	подтверждения MCP, субагентов и хуков, привязанные к хешу файла
capabilities only narrow	права могут только сужаться
built in	встроена
permissions, auto mode	разрешения, автоматический режим
folder trust	доверие к каталогу
kernel level (Landlock, seccomp, Seatbelt)	на уровне ядра (Landlock, seccomp, Seatbelt)
approval policy	политика подтверждений
no subagents	нет субагентов
plan blocks edits, asks before bash	режим plan блокирует правки, bash запрашивает разрешение
Gondolin, Docker, OpenShell	Gondolin, Docker, OpenShell
subagent workspace isolation	изоляция рабочего каталога субагента
inherits other tools' configs with no gate	читает настройки других инструментов без проверки доверия
sandbox plugin	плагин изоляции
none by default	по умолчанию отсутствует
ClawHub skills	навыки ClawHub
process isolation	изоляция процессов
separate processes	отдельные процессы
edit confirmation	подтверждение правок
Docker required	требуется Docker
workspace sandbox	изоляция рабочего каталога
per-workspace command allowlist	список разрешённых команд для каждого каталога
three approval modes	три режима подтверждения
Docker, Podman or Seatbelt, opt-in	Docker, Podman или Seatbelt, включается вручную
default, auto-edit, yolo and plan modes; allow or deny once or for the task	режимы default, auto-edit, yolo и plan; разрешение или запрет один раз либо на всю задачу
folder trust, off by default	доверие к каталогу, по умолчанию выключено
Docker container per user, isolated volume and network	Docker-контейнер для каждого пользователя, отдельные том и сеть
blocked command patterns, no per-action approval	блокировка команд по шаблонам, без подтверждения каждого действия
n/a, nothing loads from a checkout	не применяется: файлы из репозитория не загружаются
